Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1577,916386040,80,RL,9802.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5.0,2006.0,2007,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,352.0,352.0,GasA,Gd,Y,SBrkr,712.0,730.0,0,1442.0,0.0,0.0,2.0,1,3.0,1,TA,6,Typ,0.0,2.0,400.0,Y,100,0,0,0,0,0,0,4,2008,WD ,Normal,172500
1578,916386080,80,RL,9735.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5.0,2006.0,2007,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,754.0,640.0,0,1394.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,0.0,2.0,400.0,Y,100,0,0,0,0,0,0,5,2008,WD ,Normal,167500
1579,916386180,60,RL,12018.0,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5.0,2008.0,2008,Gable,CompShg,VinylSd,VinylSd,60.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Ex,Y,SBrkr,796.0,816.0,0,1612.0,0.0,0.0,2.0,1,3.0,1,Gd,6,Typ,0.0,3.0,666.0,Y,0,64,0,0,0,0,0,10,2008,New,Partial,218689
1580,916402015,20,RL,12890.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5.0,1989.0,1989,Gable,CompShg,Wd Sdng,Wd Sdng,128.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1495.0,1495.0,GasA,Ex,Y,SBrkr,1495.0,0.0,0,1495.0,0.0,0.0,2.0,0,3.0,1,TA,8,Typ,1.0,2.0,438.0,Y,252,0,0,0,0,0,0,7,2008,WD ,Normal,150000
1581,916402115,20,RL,12416.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5.0,1986.0,1986,Gable,CompShg,VinylSd,Plywood,132.0,TA,TA,CBlock,Gd,Fa,No,ALQ,1398.0,LwQ,0.0,0.0,1606.0,GasA,TA,Y,SBrkr,1651.0,0.0,0,1651.0,1.0,0.0,2.0,0,3.0,1,TA,7,Min2,1.0,2.0,616.0,Y,192,0,0,0,0,0,0,11,2008,WD ,Normal,184000
1582,916402215,20,RL,17727.75,Pave,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5.0,1986.0,1986,Gable,CompShg,Plywood,HdBoard,228.0,Gd,Gd,CBlock,Gd,Gd,Av,GLQ,920.0,Rec,0.0,276.0,1256.0,GasA,Ex,Y,SBrkr,1256.0,0.0,0,1256.0,0.0,0.0,2.0,0,3.0,1,Gd,6,Typ,1.0,2.0,578.0,Y,282,0,0,0,0,0,0,3,2008,WD ,Normal,180000
1583,916403230,80,RL,10200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5.0,1988.0,1989,Gable,CompShg,HdBoard,HdBoard,219.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,783.0,Unf,0.0,678.0,1461.0,GasA,Ex,Y,SBrkr,1509.0,0.0,0,1509.0,1.0,0.0,2.0,0,3.0,1,Gd,5,Typ,1.0,2.0,600.0,Y,224,0,0,0,0,0,0,8,2008,WD ,Abnorml,175000
1584,916455120,20,RL,11202.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5.0,2003.0,2003,Hip,CompShg,VinylSd,VinylSd,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1029.0,Unf,0.0,403.0,1432.0,GasA,Ex,Y,SBrkr,1440.0,0.0,0,1440.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,1.0,2.0,467.0,Y,185,95,0,0,0,0,0,6,2008,WD ,Normal,232500
1585,916460060,20,RL,7915.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5.0,1999.0,2000,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1223.0,Unf,0.0,443.0,1666.0,GasA,Ex,Y,SBrkr,1675.0,0.0,0,1675.0,1.0,0.0,2.0,0,3.0,1,Gd,6,Typ,0.0,2.0,435.0,Y,165,52,0,0,0,0,0,12,2008,WD ,Normal,195000
1586,916477020,60,RL,12244.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5.0,2003.0,2003,Hip,CompShg,VinylSd,VinylSd,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871.0,Unf,0.0,611.0,1482.0,GasA,Ex,Y,SBrkr,1482.0,780.0,0,2262.0,1.0,0.0,2.0,1,4.0,1,Gd,10,Typ,2.0,3.0,749.0,Y,168,0,0,0,0,0,0,8,2008,WD ,Normal,305000
1587,921126030,20,RL,11449.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5.0,2007.0,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1011.0,Unf,0.0,873.0,1884.0,GasA,Ex,Y,SBrkr,1728.0,0.0,0,1728.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,1.0,2.0,520.0,Y,0,175,0,0,0,0,0,1,2008,WD ,Normal,298751
1588,921201060,20,RL,11447.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5.0,2005.0,2006,Gable,CompShg,VinylSd,VinylSd,406.875,Gd,TA,PConc,Ex,TA,Av,GLQ,1571.0,Unf,0.0,393.0,1964.0,GasA,Ex,Y,SBrkr,1964.0,0.0,0,1964.0,1.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,3.0,892.0,Y,0,175,0,0,0,0,0,6,2008,WD ,Normal,339500
1589,923202005,90,RM,8940.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5.0,1997.0,1998,Gable,CompShg,VinylSd,VinylSd,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344.0,0.0,0,1344.0,2.0,0.0,2.0,0,2.0,1,TA,8,Typ,0.0,3.5,784.0,Y,0,0,0,0,0,0,0,11,2008,WD ,Alloca,209200
1590,923202015,90,RM,7060.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5.0,1997.0,1998,Gable,CompShg,VinylSd,VinylSd,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344.0,0.0,0,1344.0,2.0,0.0,2.0,0,2.0,1,TA,8,Typ,0.0,3.5,784.0,Y,0,0,0,0,0,0,0,11,2008,WD ,Alloca,206300
1591,923202137,20,RL,9278.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,5,5.0,2007.0,2008,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1092.0,1092.0,GasA,Ex,Y,SBrkr,1092.0,0.0,0,1092.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,0.0,0.0,Y,0,52,0,0,0,0,0,2,2008,WD ,Abnorml,146000
1592,923203140,120,RM,4500.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5.0,1997.0,1997,Hip,CompShg,VinylSd,VinylSd,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,0.0,325.0,1189.0,GasA,Ex,Y,SBrkr,1189.0,0.0,0,1189.0,1.0,0.0,2.0,0,2.0,1,TA,4,Typ,0.0,2.0,392.0,Y,0,122,0,0,0,0,0,4,2008,WD ,Normal,160500
1593,923204040,85,RL,14137.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,4,5.0,1964.0,1964,Gable,CompShg,HdBoard,HdBoard,98.0,TA,TA,CBlock,Gd,TA,Av,ALQ,865.0,LwQ,0.0,88.0,1200.0,GasA,Gd,Y,SBrkr,1200.0,0.0,0,1200.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,3.0,850.0,Y,0,119,0,0,0,0,0,11,2008,ConLD,Normal,173000
1594,923225080,120,RM,4224.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,6.0,1975.0,1975,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,769.0,Unf,0.0,271.0,1040.0,GasA,Gd,Y,SBrkr,1040.0,0.0,0,1040.0,0.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,2.0,499.0,Y,0,100,0,0,0,0,0,6,2008,WD ,Normal,124000
1595,923225150,145,RM,2665.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6.0,1976.0,1976,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,264.0,264.0,GasA,TA,Y,SBrkr,616.0,688.0,0,1304.0,0.0,0.0,1.0,1,3.0,1,TA,4,Typ,1.0,1.0,336.0,Y,141,24,0,0,0,0,0,6,2008,WD ,Normal,115000
1596,923225200,145,RM,2665.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7.0,1976.0,1976,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,318.0,Unf,0.0,232.0,550.0,GasA,TA,Y,SBrkr,925.0,550.0,0,1475.0,0.0,0.0,2.0,0,4.0,1,TA,6,Typ,1.0,1.0,336.0,Y,92,26,0,0,0,0,0,5,2008,WD ,Normal,129500
1597,923225310,145,RM,1974.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7.0,1973.0,2006,Gable,CompShg,CemntBd,CmentBd,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,501.0,Unf,0.0,25.0,526.0,GasA,Gd,Y,SBrkr,526.0,462.0,0,988.0,1.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,1.0,297.0,Y,120,101,0,0,0,0,0,6,2008,WD ,Normal,105000
1598,923225370,145,RM,1596.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,6.0,1973.0,1973,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,437.0,Unf,0.0,25.0,462.0,GasA,TA,Y,SBrkr,526.0,462.0,0,988.0,1.0,0.0,1.0,0,1.0,1,TA,4,Typ,1.0,1.0,297.0,Y,0,101,0,0,0,0,0,7,2008,WD ,Normal,94900
1599,923227030,20,RL,17727.75,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6.0,1968.0,1968,Gable,CompShg,Plywood,Plywood,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,785.0,Unf,0.0,328.0,1113.0,GasA,Ex,Y,SBrkr,1160.0,0.0,0,1160.0,1.0,0.0,1.0,0,3.0,1,Gd,6,Typ,0.0,1.0,257.0,Y,81,0,0,0,0,0,0,2,2008,WD ,Normal,152500
1600,923228080,145,RM,1477.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,6,7.5,1970.0,2007,Gable,CompShg,CemntBd,CmentBd,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,358.0,Unf,0.0,188.0,546.0,GasA,Ex,Y,SBrkr,546.0,546.0,0,1092.0,0.0,0.0,2.0,1,3.0,1,TA,6,Typ,0.0,0.0,0.0,Y,187,0,0,0,0,0,0,3,2008,WD ,Normal,98000
1601,923228420,145,RM,1890.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7.0,1972.0,1972,Gable,CompShg,CemntBd,CmentBd,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495.0,Unf,0.0,135.0,630.0,GasA,Gd,Y,SBrkr,630.0,0.0,0,630.0,1.0,0.0,1.0,0,1.0,1,TA,3,Typ,0.0,0.0,0.0,Y,88,0,0,0,0,0,0,6,2008,WD ,Normal,81000
1602,923250210,20,RL,17727.75,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5.0,1954.0,1954,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,988.0,988.0,GasA,Ex,Y,FuseA,988.0,0.0,0,988.0,0.0,0.0,1.0,0,2.0,1,TA,4,Typ,0.0,2.0,520.0,N,0,0,0,0,0,0,0,2,2008,WD ,Normal,113000
1603,923252100,20,RL,6490.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7.0,1983.0,1983,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,534.0,Unf,0.0,282.0,816.0,GasA,Ex,Y,SBrkr,816.0,0.0,0,816.0,0.0,0.0,1.0,0,2.0,1,TA,4,Typ,0.0,1.0,264.0,Y,315,0,0,0,0,0,0,4,2008,WD ,Normal,128500
1604,923275090,20,RL,6951.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5.0,1984.0,1985,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658.0,Unf,0.0,218.0,876.0,GasA,TA,Y,SBrkr,923.0,0.0,0,923.0,1.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,1.0,264.0,Y,362,0,0,0,0,0,0,10,2008,WD ,Normal,119500
1605,923277030,20,RL,6600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7.5,1982.0,2008,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641.0,Unf,0.0,175.0,816.0,GasA,Ex,Y,SBrkr,816.0,0.0,0,816.0,0.0,0.0,1.0,0,3.0,1,Gd,5,Typ,1.0,1.0,264.0,Y,0,0,0,0,0,0,0,10,2008,WD ,Normal,130500
1606,923277040,20,RL,6600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7.5,1982.0,2003,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,816.0,Unf,0.0,0.0,816.0,GasA,Ex,Y,SBrkr,816.0,0.0,0,816.0,1.0,0.0,1.0,0,2.0,1,TA,4,Typ,0.0,2.0,816.0,Y,0,0,0,0,0,0,0,6,2008,WD ,Normal,138000
1607,923277080,20,RL,6600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6.0,1982.0,2005,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,GLQ,638.0,Unf,0.0,207.0,845.0,GasA,Gd,Y,SBrkr,845.0,0.0,0,845.0,0.0,0.0,1.0,0,3.0,1,Gd,6,Typ,0.0,1.0,264.0,Y,0,0,0,0,0,0,0,7,2008,WD ,Normal,134500
1608,923400040,50,RL,12508.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7.0,1940.0,1985,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660.0,Unf,0.0,323.0,983.0,GasA,Ex,Y,SBrkr,983.0,767.0,0,1750.0,1.0,0.0,2.0,0,4.0,1,TA,7,Mod,0.0,1.0,423.0,Y,245,0,0,0,0,0,0,7,2008,WD ,Normal,160000
1609,923426010,20,RL,12395.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6.0,1984.0,1984,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,647.0,Unf,0.0,217.0,864.0,GasA,TA,Y,SBrkr,889.0,0.0,0,889.0,0.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,2.0,484.0,Y,0,0,0,0,0,0,0,4,2008,WD ,Normal,137500
1610,924100020,60,RL,11075.0,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,4.0,1969.0,1969,Gable,CompShg,HdBoard,HdBoard,232.0,TA,TA,CBlock,TA,TA,Av,ALQ,562.0,LwQ,0.0,29.0,784.0,GasA,Ex,Y,SBrkr,1168.0,800.0,0,1968.0,0.0,0.0,2.0,1,4.0,1,TA,7,Min2,1.0,2.0,530.0,Y,305,175,0,0,0,0,0,9,2008,WD ,Normal,172000
1611,1007100110,70,I (all),17727.75,Pave,IR1,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,3.5,1900.0,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasA,Ex,Y,SBrkr,1150.0,686.0,0,1836.0,0.0,0.0,2.0,0,4.0,1,TA,7,Maj1,0.0,1.0,288.0,N,0,0,0,0,0,0,0,1,2008,WD ,Normal,103000
1612,526352080,20,RL,10667.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6.0,1971.0,1971,Gable,CompShg,MetalSd,MetalSd,302.0,TA,TA,CBlock,TA,TA,No,BLQ,838.0,Unf,0.0,749.0,1587.0,GasA,TA,Y,SBrkr,1587.0,0.0,0,1587.0,0.0,0.0,2.0,0,3.0,1,TA,7,Typ,1.0,2.0,525.0,Y,0,44,0,0,0,0,0,3,2007,WD ,Normal,167300
1613,526352090,20,RL,10628.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1970.0,1970,Flat,Tar&Grv,Plywood,Plywood,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778.0,Unf,0.0,499.0,1277.0,GasA,TA,Y,SBrkr,1277.0,0.0,0,1277.0,1.0,0.0,1.0,0,2.0,1,TA,5,Typ,1.0,2.0,526.0,Y,0,0,0,0,0,0,0,4,2007,WD ,Normal,167000
1614,526355170,20,RL,13651.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6.0,1973.0,1973,Gable,CompShg,Plywood,Plywood,406.875,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1835.0,Unf,0.0,343.0,2064.25,GasA,Ex,Y,SBrkr,2145.625,0.0,0,2223.0,1.0,0.0,2.0,0,3.0,1,TA,8,Typ,2.0,2.0,516.0,Y,300,0,0,0,0,0,0,2,2007,WD ,Normal,244000
1615,526355190,20,RL,15865.0,Pave,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6.0,1970.0,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351.0,Rec,0.0,1043.0,2064.25,GasA,Ex,Y,SBrkr,2145.625,0.0,0,2217.0,1.0,0.0,2.0,0,4.0,1,Gd,8,Typ,1.0,2.0,621.0,Y,81,175,0,0,0,0,0,10,2007,WD ,Normal,268000
1616,527105140,60,RL,12394.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2003.0,2003,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847.0,886.0,0,1733.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,2.0,433.0,Y,100,48,0,0,0,0,0,10,2007,WD ,Family,225000
1617,527107040,60,RL,10364.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1995.0,1996,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,806.0,806.0,GasA,Gd,Y,SBrkr,806.0,766.0,0,1572.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,2.0,373.0,Y,0,40,0,0,0,0,0,5,2007,WD ,Normal,168000
1618,527110080,60,RL,13869.0,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6.0,1997.0,1997,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182.0,Unf,0.0,612.0,794.0,GasA,Gd,Y,SBrkr,794.0,676.0,0,1470.0,0.0,0.0,2.0,0,3.0,1,TA,6,Typ,0.0,2.0,388.0,Y,0,75,0,0,0,0,0,7,2007,WD ,Normal,177000
1619,527110120,60,RL,8773.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1997.0,1997,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,916.0,916.0,GasA,Gd,Y,SBrkr,916.0,684.0,0,1600.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,2.0,460.0,Y,100,38,0,0,0,0,0,8,2007,WD ,Normal,169000
1620,527110130,80,RL,8872.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5.0,1997.0,1997,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,754.0,630.0,0,1384.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,2.0,390.0,Y,0,0,0,0,0,0,0,3,2007,WD ,Normal,161500
1621,527126030,120,RL,5330.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5.0,2000.0,2000,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196.0,Unf,0.0,298.0,1494.0,GasA,Ex,Y,SBrkr,1652.0,0.0,0,1652.0,1.0,0.0,2.0,0,2.0,1,Ex,6,Typ,0.0,2.0,499.0,Y,96,48,0,0,0,0,0,8,2007,WD ,Normal,251000
1622,527158090,80,RL,10147.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5.0,1994.0,1994,Gable,CompShg,HdBoard,HdBoard,32.0,TA,TA,PConc,Gd,TA,No,LwQ,186.0,Unf,0.0,206.0,392.0,GasA,Gd,Y,SBrkr,924.0,770.0,0,1694.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,2.0,398.0,Y,256,64,0,0,0,0,0,3,2007,WD ,Normal,160000
1623,527161090,60,RL,8637.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1999.0,2000,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,871.0,Unf,0.0,52.0,923.0,GasA,Gd,Y,SBrkr,947.0,767.0,0,1714.0,1.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,2.0,451.0,Y,256,48,0,0,0,0,0,4,2007,WD ,Abnorml,180000
1624,527162080,60,RL,7875.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,1996.0,1996,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,Rec,414.0,Unf,0.0,277.0,691.0,GasA,Gd,Y,SBrkr,691.0,862.0,0,1553.0,0.0,0.0,2.0,1,3.0,1,Gd,6,Typ,0.0,2.0,420.0,Y,0,44,0,0,0,0,0,8,2007,WD ,Normal,178750
1625,527162090,20,RL,7875.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5.0,1995.0,1996,Gable,CompShg,HdBoard,HdBoard,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1237.0,1237.0,GasA,Gd,Y,SBrkr,1253.0,0.0,0,1253.0,0.0,0.0,2.0,0,3.0,1,TA,6,Typ,1.0,2.0,402.0,Y,220,21,0,0,0,0,0,6,2007,WD ,Normal,176000
1626,527162140,60,RL,7500.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1999.0,2003,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,938.0,938.0,GasA,Ex,Y,SBrkr,957.0,1342.0,0,2299.0,0.0,0.0,3.0,1,4.5,1,TA,7,Typ,1.0,2.0,482.0,Y,188,30,0,0,0,0,0,8,2007,WD ,Normal,204000
1627,527163080,20,RL,9556.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5.0,1992.0,1993,Gable,CompShg,HdBoard,HdBoard,52.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1168.0,1168.0,GasA,Gd,Y,SBrkr,1187.0,0.0,0,1187.0,0.0,0.0,2.0,0,3.0,1,Gd,6,Typ,0.0,2.0,420.0,Y,0,21,0,0,0,0,0,8,2007,WD ,Normal,160000
1628,527165020,80,RL,10784.0,Pave,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,1991.0,1992,Gable,CompShg,HdBoard,HdBoard,76.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,802.0,670.0,0,1472.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,2.0,402.0,Y,164,0,0,0,0,0,0,5,2007,WD ,Normal,160000
